timestamp,value,anomaly_score,raw_score,label
2016-08-02 12:37:31,5.94793296089,0.0301029996659,1.0,0
2016-08-02 12:41:15,48.8752793296,0.0301029996659,1.0,0
2016-08-02 12:45:54,34.5641899441,0.0301029996659,1.0,0
2016-08-02 13:59:15,27.2497206704,0.0301029996659,1.0,0
2016-08-02 15:59:15,24.8115642458,0.0301029996659,1.0,0
2016-08-02 19:59:15,23.015027933,0.0301029996659,1.0,0
2016-08-02 21:59:15,22.8867039106,0.0301029996659,1.0,0
2016-08-03 01:31:20,22.5017318436,0.0301029996659,1.0,0
2016-08-03 03:31:20,22.1167597765,0.0301029996659,1.0,0
2016-08-03 05:31:20,21.8601117318,0.0301029996659,1.0,0
2016-08-03 07:31:20,21.6034636872,0.0301029996659,1.0,0
2016-08-03 13:31:22,27.8913407821,0.0301029996659,1.0,0
2016-08-03 15:31:22,27.3780446927,0.0301029996659,0.5,0
2016-08-03 17:31:22,27.121396648,0.0301029996659,0.649999976158,0
2016-08-03 19:31:22,26.8647486034,0.0301029996659,0.899999976158,0
2016-08-03 21:31:22,26.8647486034,0.0301029996659,0.975000023842,0
2016-08-04 01:31:22,26.6081005587,0.0301029996659,1.0,0
2016-08-04 05:31:22,26.351452514,0.0301029996659,1.0,0
2016-08-04 15:31:23,25.7098324022,0.0301029996659,0.975000023842,0
2016-08-04 17:31:23,25.4531843575,0.0301029996659,0.22499999404,0
2016-08-04 19:31:23,25.3248603352,0.0301029996659,0.324999988079,0
2016-08-04 21:31:23,25.4531843575,0.0301029996659,0.25,0
2016-08-05 01:31:24,25.5815083799,0.0301029996659,0.25,0
2016-08-05 07:31:24,25.4531843575,0.0301029996659,0.40000000596,0
2016-08-05 09:31:24,25.3248603352,0.0301029996659,0.875,0
2016-08-05 11:31:24,25.0682122905,0.0301029996659,1.0,0
2016-08-05 13:31:25,24.8115642458,0.0301029996659,0.949999988079,0
2016-08-05 17:31:25,24.6832402235,0.0301029996659,0.47499999404,0
2016-08-05 19:31:25,24.6832402235,0.0301029996659,0.0750000029802,0
2016-08-05 21:31:25,24.6832402235,0.0301029996659,0.0500000007451,0
2016-08-06 01:31:25,24.9398882682,0.0301029996659,0.0750000029802,0
2016-08-06 07:31:25,24.9398882682,0.0301029996659,0.0500000007451,0
2016-08-06 09:31:25,24.8115642458,0.0301029996659,0.10000000149,0
2016-08-06 15:31:27,24.1699441341,0.0301029996659,0.300000011921,0
2016-08-06 17:31:27,24.1699441341,0.0301029996659,0.125,0
2016-08-06 19:31:27,24.2982681564,0.0301029996659,0.0,0
2016-08-06 21:31:27,24.2982681564,0.0301029996659,0.0500000007451,0
2016-08-07 01:31:27,24.4265921788,0.0301029996659,0.0500000007451,0
2016-08-07 03:31:27,24.5549162011,0.0301029996659,0.10000000149,0
